originregion,destinationregion,remshare_reg,ypc_orig_reg,ypc_dest_reg,ypc_ratio_reg,remcost_reg,log_remshare_reg,OrigCategorical,DestCategorical,residual_ratio,residual_dest,exp_residual
EEU,SEA,0.294114189395895,2.222378756982161,2.124727150099386,-0.09765160688277505,0.04972804878048781,-1.2237871877451756,EEU,SEA,0.8808405830739368,0.8808405830739066,2.41292711988873
EEU,CAN,0.07981504714611348,2.222378756982161,2.3716568817588697,0.14927812477670868,0.04972804878048781,-2.5280432315734744,EEU,CAN,-0.033433985780759734,-0.033433985780860986,0.9671187527135299
EEU,CHI,0.234597400258359,2.2223787569821605,2.2765614683414954,0.05418271135933491,0.04972804878048781,-1.4498844244168358,EEU,CHI,0.8945385747116932,0.8945385747116186,2.4462067873351723
EEU,JPK,0.06254767030095908,2.222378756982161,2.344845494809531,0.1224667378273702,0.04972804878048781,-2.7718262881511877,EEU,JPK,-0.3195608466396451,-0.3195608466397357,0.7264679978946724
EEU,USA,0.08230411711704971,2.222378756982161,2.3973736443904943,0.1749948874083331,0.04972804878048781,-2.497334146826789,EEU,USA,0.037890139346958396,0.03789013934684826,1.0386171234551016
MAF,SAS,0.040740922071308285,2.1083633411445377,1.9968099650905884,-0.11155337605394954,0.05640657601716745,-3.2005222353687057,MAF,SAS,-1.9258112058207382,-1.9258112058205765,0.14575746957731223
MAF,EEU,0.3221861671987882,2.108363341144538,2.222378756982161,0.11401541583762287,0.05640657601716745,-1.1326257415048049,MAF,EEU,0.49833096805384813,0.4983309680539476,1.6459717973467205
MAF,MAF,0.3635830828305486,2.108363341144538,2.108363341144538,0.0,0.05640657601716745,-1.0117474446299,MAF,MAF,0.43914224853803385,0.4391422485381635,1.5513759526538922
MAF,WEU,0.10945739604659198,2.108363341144539,2.368015715511732,0.25965237436719285,0.05775890522352707,-2.2122198826358273,MAF,WEU,-0.36396647328250653,-0.3639664732824426,0.6949144925542329
MAF,SSA,0.8495747040355645,2.1083633411445395,1.9474481570858988,-0.16091518405864064,0.05640657601716745,-0.1630194029071553,MAF,SSA,1.033733453829219,1.033733453829395,2.8115430305591813
MAF,SIS,0.38349715882566776,2.108363341144539,2.156847308041104,0.04848396689656527,0.05640657601716745,-0.9584230667402936,MAF,SIS,0.5690384057586483,0.5690384057587637,1.7665675132839118
MAF,LAM,0.5175961503389406,2.1083633411445377,2.189153618600504,0.08079027745596604,0.05640657601716745,-0.6585599733444715,MAF,LAM,0.9199235553412178,0.9199235553413244,2.5090985754203445
MAF,FSU,0.3557290561373212,2.108363341144538,2.1325937836729016,0.024230442528363216,0.05640657601716745,-1.0335859161631546,MAF,FSU,0.4555714398454196,0.4555714398455404,1.5770743287019566
MAF,ANZ,0.1771749545402876,2.108363341144538,2.378254423210608,0.26989108206606954,0.05640657601716745,-1.730617590866702,MAF,ANZ,0.1465169354325082,0.14651693543255973,1.1577945384036878
MAF,MDE,0.5080359978963429,2.1083633411445377,2.2648764957683998,0.15651315462386173,0.06171394782797529,-0.6772029719135731,MAF,MDE,0.9709859294824116,0.9709859294825253,2.6405465691071717
MAF,CAM,0.36935168186683814,2.1083633411445377,2.151880109956805,0.04351676881226694,0.05640657601716745,-0.9960060214321665,MAF,CAM,0.5236106475172636,0.5236106475173808,1.6881118359724259
MAF,SEA,0.0722863735298613,2.1083633411445377,2.1247271500993863,0.016363808954848135,0.05640657601716745,-2.6271196388132534,MAF,SEA,-1.1503862276389416,-1.1503862276388208,0.31651449912081037
MAF,CAN,0.09289435438575677,2.108363341144538,2.3716568817588697,0.26329354061433147,0.05640657601716745,-2.376292405883492,MAF,CAN,-0.5095775197355796,-0.5095775197355263,0.6007493299418336
MAF,CHI,0.48031198451573526,2.108363341144538,2.2765614683414954,0.16819812719695712,0.05640657601716745,-0.7333194184766341,MAF,CHI,0.9832092210070944,0.9832092210071743,2.673020806312862
MAF,JPK,0.27286082992009975,2.108363341144538,2.344845494809532,0.2364821536649937,0.05640657601716745,-1.2987933942918948,MAF,JPK,0.5255776875748472,0.5255776875749094,1.6914356875783585
MAF,USA,0.09755313470764998,2.108363341144538,2.3973736443904943,0.289010303245956,0.04974687499999999,-2.3273580780607857,MAF,USA,-0.35743183973103054,-0.35743183973102166,0.6994703734067461
WEU,SAS,0.03339399767070611,2.3680157155117314,1.9968099650905882,-0.3712057504211434,0.0591314428404501,-3.3993791056072427,WEU,SAS,-0.8633044392843159,-0.8633044392844083,0.42176607668751365
WEU,EEU,0.08947991402525368,2.3680157155117314,2.2223787569821627,-0.14563695852956887,0.0591314428404501,-2.4137411031870704,WEU,EEU,0.47857924314654543,0.47857924314638733,1.6137799837016333
WEU,MAF,0.0755855050629705,2.3680157155117314,2.10836334114454,-0.2596523743671915,0.0591314428404501,-2.5824907461508637,WEU,MAF,0.1297625837920311,0.12976258379190497,1.1385580391016457
WEU,WEU,0.10728473584445711,2.3680157155117296,2.3680157155117216,-7.993605777301159e-15,0.0591314428404501,-2.2322688962733586,WEU,WEU,0.8900590539090545,0.8900590539088573,2.4352734594610133
